id,tweet,label
508387417360203008,":( oh maka na nfuru gi na anya? nya meh ki jia asi na mbu onye nzuzu? ""@username : ndi nzuzu.""",Hate
1594387268277779968,@username taaaaaaaaa gbafuo ebea!!!. onye iberibe. ndi nzuzu juru afo. any day you mention @username again in you tweet ##url,Hate
508390340286753984,"i wu 'ndi ? '""@username : :( oh maka na nfuru gi na anya? nya meh ki jia asi na mbu onye nzuzu? ""@username : ndi nzuzu.""""",Hate
1613498017478220032,@username onuku onye iberibe no election for what? ndi nzuzu you people should stop this rubbish and allow people to come out vote chineke akpo unu oku.,Hate
591361141114347008,"the feeling is mutual ""@username : i dont hate yorubapeople.i just...fuck it mehn. ndi ofe mmanu bu ndi nzuzu",Hate
1632242163068069888,"@username otu nne gì waste of oxygen ... anumanu,eke kpogbuo gì,agu dugbuokwa gi 🖕..onye nzuzu na amaghi ihe ,anuofia ajuru aju ,onye iberibe eriri eri...... ezinaulo gì ndi nzuzu",Hate
1261675363983330048,@username o ndi nzuzu ibe ya na😂😂 it takes an onye nzuzu to follow an onye nzuzu🙄,Hate
581951814477692032,"chaa chaa rt""@username : ńwańńe m ò'buro kwa tata, ńdi ahu eńweghi ísí. ""@username : o tata ka ima? rt""@username : ndi ofe mmanu bu ndi nzuzu.""",Hate
1641903793427150080,"@username ndi ofe mmanụ, ndi nzuzu",Hate
1370037204412720128,@username everywhere rubbish takes. ndi nzuzu 🥴,Hate
190887822243270016,ndi ofe mmanu ndi nzuzu :p rt @username : #for100million a yoruba man would marry 30 wives.,Hate
591365132107828992,"i tell u mehn, they can really zuzu mtcheew @username : i dont hate yoruba people. i just...fuck it mehn. ndi ofe mmanu bu ndi nzuzu",Hate
591361498641001984,"lmaoooo maka chuks ! ""@username : looool ""@username : i dont hate yoruba people. i just...fuck it mehn. ndi ofe mmanu bu ndi nzuzu""""",Hate
1636723820638629888,@username nwa onye iberibe and nwa ndi nzuzu,Hate
190890025871880000,"100million is too much sef rt @username : lol ""@username : ndi ofe mmanu ndi nzuzu :p rt @username : ... ##url",Hate
1638751775238000128,"@username ndi nzuzu ebenine ndi ofe mmanu anyaufu na ndi igbo na emebe ofuma. anyaufu ga egbu gi gbuoo unu dum.   translation for the sake of foriegners claiming lagos.  ""fools everywhere, oil soup lovers, always jealous of the igbo progress its the jealousy that will kill you all""😜",Hate
1572277084986429952,@username naanị unu bụ ndị nzuzu dị ka ọgbọ unu.  onye nzuzu,Hate
1603703910627209984,"@username chineke buo anu ofia muru gi onu, ndi nzuzu mutara onye iberibe di ka gi, aturu muru ebini gba aka nwa i weap for ur mom who thinks she have a son,",Hate
1216452254984730112,"@username 😂😂😂😂 they won't, cos their body dey pepper them... o kwa ndi ofe mmanu na ndi nzuzu igbo anyi.",Hate
1033575510704640000,biko help me ask them. most especially umunwanyi na ụmụ nwoke ndị ofe mmanụ.  ndị nzuzu everywhere. ##url,Hate
1487091922627960064,"@username if ndi igbo won't mobilize to take over this country in 2023, i'm afraid we can't anymore. instead onye ofe mmanu or onye ugwu will be there, let's push our worst candidate mana ka oburu onye igbo.  anyi abughi ndi nzuzu!",Hate
320629115101273984,ndi ofe mmanu no twitter ~ ndi nzuzu,Hate
582156010284027008,"nwayo kwa rt @username : fa bu ndi nzuzu rinne. rt @username : nwere wayo í ½í¸ @username : ndi ofe mmanu bu ndi nzuzu.""",Hate
190889603283164992,"lol ""@username : ndi ofe mmanu ndi nzuzu :p rt @username : #for100million a yoruba man would marry 30 wives.""",Hate
1515050498763729920,"@username ndi nzuzu na ndi ujo, nwoke amu mmiri ya na ofe mmanu ya, an'ezuzu!!!",Hate
1187754362019409920,"@username onye iberibe, ada ndị nzuzu",Hate
201622048253022016,"onye nzuzu *sigh* rt @username ngwa jee nwuo ☹ ☹ rt @username : ikeh ndi nzuzu juru na twitter naija a, a gu go mu.... tufiakwa!",Hate
190891010228887008,"lol..abi rt @username : 100million is too much sef rt @username : lol ""afamdeluxo: ndi ofe mmanu ndi nzuzu :p (cont) ##url",Hate
1274174373654670080,"@username unu lee onye iberibe ""ur wealthy nigerian ass"". i'm glad ejima mu looks expensive. lmfao, y'all kill me on this app. ndi nzuzu.",Hate
581950389198700032,"o tata ka ima? rt""@username : ndi ofe mmanu bu ndi nzuzu.""",Hate
591359761246978048,"😂😂😂 ""@username : i dont hate yorubapeople.i just...fuck it mehn. ndi ofe mmanu bu ndi nzuzu""",Hate
1568162216129560064,@username don't mind the onye iberibe. ndi nzuzu,Hate
591361198219795968,"looool ""@username : i dont hate yoruba people. i just...fuck it mehn. ndi ofe mmanu bu ndi nzuzu""",Hate
69787872206659504,ndi nzuzu july twitter! block rt @username : onye nzuzu ka obu. onwelo idea onye anyi bu. rt oge oma4ruth kedu onye na acho gi udi okwu ahu,Hate
407780604756110976,"“@username : “@username : @username ur mama onye iberibe”your family umu ara”ur family, ndi nzuzu",Hate
591360728377995008,"nwere nwayò, ha ga aguta ife idere  ""@username : i dont hate yoruba people. i just...fuck it mehn. ndi ofe mmanu bu ndi nzuzu""",Hate
857608409000161024,"@username nne, o bu onye ara, enweghi m oge ka m gwa gi ife. ara ga gba ndi ara. ndi nzuzu ha nwe ishi ako n'uche.ofe mmanu bu ofe mmanu.ogbanje kaobu",Hate
1028984169433629952,@username ndi nzuzu ofe mmanu,Hate
1233534351264110080,@username 😂😂😂 ndi nzuzu,Hate
1181664909291069952,ndi nzuzu...ndi ofe mmanu...ona ekpo ha badddd. ivm ugbó awele ##url,Hate
581951204890131968,"😭😭""@username : nwere wayo 😂 @username : ndi ofe mmanu bu ndi nzuzu.""",Hate
1246461222788209920,"@username ""ndi nzuzu"" plural 😁😂😂😂 ""onye nzuzu"" one person",Hate
581951241766477056,"jst negodu dis pple .. o chill rt @username : o tata ka ima? rt""@username : ndi ofe mmanu bu ndi nzuzu.""",Hate
581950216041037056,"eziokwu ""@username : 👣👣👣 ""@username : lmaooo""@username : ndi ofe mmanu bu ndi nzuzu.""""""",Hate
1628673840346759936,"@username onye iberibe, with umu aturu follower's, send your killers out nah",Hate
1338838805940470016,"@username this one na uncle wey mumu.... ezigbo onye iberibe, sometimes how we come from same place",Hate
1598684654743059968,@username just negodu umu ezi 🤣😂 nothing wey person no go see for ndi ofe mmanụ hand🤣😂 mkparị karịrị akarị 🤣😂,Hate
1605182643636669952,"@username onye iberibe na onye eriri eri ka ibu. we have seen the level of his stubbornness,just like he cohort chinasa nwaoru aka mohammed abbas...we have seen it all. ndi ara",Hate
527019494632587008,"""just negodi! @username : okpowu go'ya o. chaii ike nsi.. virgin ndi ara ""@username : @username giwan bi akpa amu. onye nzuzu. biko hapum",Hate
1365733774848320000,@username ndi ara. ofe mmanu people,Hate
363057118137425024,"taa!""@username : biko gbafuo""@username : onye iberibe""@username : ndi ara""@username : youtically dnt dullically""@username : lool looltically",Hate
1596898850794769920,@username nne n nna but ndi ara😂😂😂😂 ha kwesiri itufu onye iberibe dika gi.... umunne gi but efulefu... i get ur time pig,Hate
785774869887803008,"ndi ara ga na ekwu “change” even up till today, change gba ga oku! ndi ofe mmanu si ebe puo!!!",Hate
1254908922437210112,"@username onye iberibe ka the person bu, full time ndi ara ndi ara, how come, smh",Hate
1577813636151749888,"@username biko were ike ga na'ulo ndi ara ha nye gi aka  odika isi gi odighi nma. onye nzuzu.  nk na simon ekpa rie la gi. odiri ihe no na isi gi ozo.  odi'nma ka i kpere chineke epkere ko nye gi akon'uche, maka o di mpka na ndu gi.",Hate
117863381414842000,onye iberibe unu wu rt @username : ivbie igbo vbe la dian o rt @username : ndi ara ka ha bu rt (cont) ##url,Hate
562561115302132992,"""ndi iberibe o @username : @username nne hapu ndi ofe mmanu. been wondering if pounded yam smells. ndi ara""",Hate
307511165347585984,"ha abughi mmadu maoli...""@username : and they have degree for cursing!!! ndi ara,ofe mmanu""",Hate
1626151279700410112,"@username nne na nna gi bu ndi efulefu. zuzu può m n'anya biko. onye iberibe.  ifu cha onwe gi anya, and think you're somebody that should be bowed to, because????. i buro mmadu. ndi ara.",Hate
197743976923672000,"lmao!! onye apali @username : onye nzuzu! ""@username : onye ibe ri be @username : ndi ara!""",Hate
1486713517713489920,"@username i have just one question to autopilots. why is it that una chief onye'nzuzu , fraudster esn has not sent a single delegate to visit our formidable leader mazi nnamdi kanu in dss.. biko answer me. ndi ara. okoko ndi iberibe chukwunna ga'akpo unu oku.. ndi oshi.",Hate
1637136173955960064,@username ewu abakaliki ndi ara,Hate
1507815521336620032,"@username nne gị, nna gị na ezi n'ụlọ gị bụ ndị ara. onye iberibe",Hate
1345379693176999936,@username ara na agba ndi ara agala igbawagi otu a iji ara otutu amu ka onye iberibe. onye nzuzu bata twitter o na akogheri ka onye n'enweghi ako n'uche😏,Hate
140212738046692992,ofe mmanu @username ndi ara rt @username : k rt @username : k rt @username : hoeloriburuku rt @username : hoeponu rt @username : hoeloshi,Hate
1623375885326810112,"@username onye nzuzu ur messiah simon onye oshi ekpa aka the killer of his own, has blocked me because i gave it to him wotowoto!  you go soon collect onye gbaa oso ezinaulo ya! ndi ara! ##url",Hate
1246180424319190016,@username you hụla otu n'ime ndị ara a 😡. nke a bụ otu n'ime ihe mere anyị ji eji mechie ụmụ anyị ka ha ghara ịgakwuru ndị anyị na-amaghị ma jide ndị mụrụ ha mgbe ##url ọ bụ ụlọ ahịa. m ga-eji nwoke a mee ihe ma were ya dị ka ajị anụ. onye iberibe,Hate
1489884415094370048,"@username nezianu this thing! probably you think i am one no-body🤣 tell me where you are! if in europe tell me, ka m tuo down in less than two hours were gwa gi na i bu onye nzuzu. onye agbala uchu! agamevu! onye isi ndi ara. ifum nuzo yenyen, nezianu ihu onye na ama m aka! taa gbafuo dia",Hate
1632269838595790080,"@username go to anambra and tell them that... ndi ara, ewu ohafia.",Hate
585101020243561984,yorubas be saying they hate igbos like we care abt them. ndi ara ofe mmanu. umu ojo.,Hate
1435271856613989888,"@username in my asusu,we call her kind,ndi ara!!!!.ezigbo onye nzuzu",Hate
1637636505056229888,@username nna hapu ha ‘ndi ofe mmanu’ ndi ara,Hate
1085151153980089984,@username nwanne hapu ndi ara twita slay kwin. ndi ofe mmanu che na obu ha nwe entertainment.,Hate
1635908860941680128,"@username unu bu ndi ara fr. maka why ka iji aluso nwanne ogu? maka leadership? kam na gbagi!!! obu na igbo choo ka o puta n'aka ndi fulani na aka ndi britain, igbo ga l'ata di n'otu... o'kwa maka ewu ojii""",Hate
1636461476914269952,"@username herro ada nwaanyi, ewela iwe mana e'neediri m your guidance and counselling na ndu m a ugbua ihotagho. bikonu kedu ka m ga esi nwete ife a? anyi ga ekwurita na ulo oru gi ka obu na inwe ulo ogwu ebe ina nyelu ndi ara dika m aka? treat as urgent, ife a di ezigbo mkpa ma chi 🙂",Normal
1633130576583569920,"@username nne na nna gi bu ndi ara muru onye ara. ezi ,ewu congo. njo zuru ahu,isi aki",Hate
1507282194284389888,"ezinaulo ya bu ndi ara, hapu onye nzuzu ahu 😒😹 ##url",Hate
1596101834166629888,@username ndi ara ndi ara onye iberibe giving this bigot igbo title. chukwu kpo kwa unu nile oku.,Hate
1129784408452600064,@username ndị ara gba ga. ndị ofe mmanụ na anya ụfụ.,Hate
1343920467384659968,"@username ezugbo onye iberibe ka obu, ndi ara ndi ara mtcheeew",Hate
1632682076968229888,@username 🤣🤣🤣🤣🤣🤣 ewu kanunta na ndi ara ##url,Hate
307547375411548032,umu ofe mmanu......ndi ara (˘̯˘ ),Hate
1558839965643140096,@username ndi akpiri. ndi ara ndi ara,Hate
1633920930874360064,"@username no be only division na subtraction,,, ewu ohiafia ..ndi ara",Hate
1204624831217570048,@username ndi ara😋...nwanne unu nwoke bu onye nzuzu.,Hate
1130822696000860032,@username ndi ofe mmanu na ndi ochii nama onwekwaranu ihe ha ma ndi ara ndi ara 😘😘😘,Hate
1381681692075820032,"@username onye nzuzu, ndi ara😂",Hate
360339855378620032,nna lekwanu this ofe mmanu nigga oohhh. ndi ara,Hate
1287042900782640128,"@username jee gwa nne gi na nna gi ihe ndi a nile, o buromu si ha muta onye nzuzu😂... ndi ara ga amuta onye shaa💯",Hate
1352601132066099968,@username very inappropriate but you asked. ndi ara amu ikpu onye  nzuzu akwuna  just to mention a few,Hate
1254359608900150016,@username ndi ara. one even said we call them ofe mmanu,Hate
1469759927845540096,@username onye iberibe sitere n'agnụrụ ndị ara,Hate
1275355468714639872,"@username clown of the year award goes to you, onye nzuzu.. no one like you kabiyesi of ndi ara. onochié nwere phd na iberiberism. may ur days be long useme mkpo ##url",Hate
140213685653224992,ofe egusi rt @username : ofe mmanu @username ndi ara rt @username : k rt @username : k rt @username : ... ##url,Hate
1306168878427450112,"so true  bikonu why na unu bu umu igbo amaro eme nwanne na anything? ""ona esoghari nwanyi na ike"" okwa so ifunanya ka ofuru?  biko,gosim ofu onye ofe mmanu na assuport ozo otu unu si assupport onye nke ha?? orubero mgbe unu ga ama ife abi??ndi ara  @username wrote #bbnaija ##url",Hate
1138906968343670016,@username eh ndị ofe mmanụ will be happy ndị ara,Hate
1638836882158000128,@username ara gbachiekwa gi onu dia...onye iberibe..god will put u all to shame! ndi ara,Hate
1306164107087940096,"bikonu why na unu bu umu igbo amaro eme nwanne na anything? oh ""ona esoghari nwanyi na ike"" ogburu mmadu?okwa so ifunanya ka ofuru? omere aru? biko,gosim ofu onye ofe mmanu na assuport ozo otu unu si assupport onye nke ha?? orubero mgbe unu ga ama ife abi??ndi ara #bbnaija",Hate
1274475598648420096,"kedu oge anyi na e'bido ?  ndi ofe mmanu, ndi araa ##url",Hate
1580645229899579904,@username supported nwa chineke .wetin dey pepper ndi ofe mmanu every time i really  don't know .every time omo igbo this omo igbo that .hahahahahahahahaha  oga eme ha vuum na anya . all of us dey lagos here but can someone list for me the ghettos where the ofe mmanus reside .ndi ara,Hate
562354391655923008,@username nne hapu ndi ofe mmanu. been wondering if pounded yam smells. ndi ara,Hate
1263460030759729920,"@username thanks for exposing them. ndi ara, ofe mmanu.",Hate
527018469301432000,"okpowu go'ya o. chaii ike nsi.. virgin ndi ara ""@username : @username giwan bi akpa amu. onye nzuzu. biko hapum aka""",Hate
1637081839524270080,@username na you and your people be ndi ara! ewu!,Hate
202716021675655008,"onye iberibe, nwa onye ashawo, holigan,ozuh,nkita,yourentire family are vagabons and osu and umeh. ndi arachineke kporoku.",Hate
1317936765752250112,@username 😂😂😂😂 onye a onye iberibe. ajuju ndi ara,Hate
1627297561512930048,@username ndi ara nwuru anwu... ndi akpiri ogologo,Hate
1535796035590700032,"i mean cool or whatever but the thing is mama na papa gi, ha bu ndi ara. gi bu onye nzuzu ##url",Hate
1396393018941370112,@username obi afuwuo ndi ofe mmanu and their counterparts from the futa jalon mountain  ndi eriri eri,Hate
1584366238477690112,@username onye eriri eri na onye iberibe.  ndi dos bugbado ndi oshi na ndi eriri eri. umu ukpara na ere ure si na ha na ahu mmanu. ogaghi adiri unu na mma. wotowoto wotowoto wotowoto to all the members of dos and ejiofor.  imagine biafrans without mazi simon ekpa na ndi umuada biafra,Hate
1636084410532470016,@username ewu ndí eriri eri. ndí odibo fulani,Hate
1584366535593730048,@username onye eriri eri na onye iberibe. umu ukpara na ere ure si na ha na ahu mmanu.  wotowoto wotowoto wotowoto to all the members of dos and ejiofor.  ndi dos bugbado ndi oshi na ndi eriri eri   imagine biafrans without mazi simon ekpa na ndi umuada biafra,Hate
1634007110714289920,"@username bunch of apc ewu na mkpi... ndi eriri eri, from the person that made the tweet to ụmụ ewu na mkpi ibe ya in the comment section.  ụbụrụ na amamihe unu=zero.",Hate
1631764076551450112,"@username ndi eriri eri,  ndi akpiri ogologo ka unu bu.",Hate
1282679445594210048,"@username ndi ofe mmanu ndi eriri eri, happy slaves",Hate
1633956565140000000,@username you are a mad man. ewu mumu olodo ode. filho da puta. god punish you.,Hate
1582314097701309952,"@username you are still a mumu, olodo, onye nzuzu, wawa, òmùgọ̀ though",Hate
1634626346314779904,@username you are a mad man. idiot ewu mumu olodo ode bastard. filho da puta.,Hate
1552619129038949888,@username keep recruiting terrorists into biafrans land and they'll all be sent to chiukwu okike abiama puru ime ihenile for judgements. ndi akpiri ogologo ego otu umunwayi sharing fighter group you're,Hate
1527048028074520064,"@username they're looking for goodybag, ndị akpiri",Hate
246315686345980992,"lenu ha!""@username : ha noo ya ooo!@username : bhahaha missjay_u: amakwam na ndi akpiri ogologo anoghi here ""amchizzy: abacha is ready missj""",Hate
1585933006866240000,@username ya on pipelines security. ndi akpiri ogologo! ##url,Hate
1575391054915849984,"nwoke bu palliative ndi no na nsogbu, echete e nwebe añuli ndi no na ihe mgbu, american burger ndi ji ego, sirdalud ndi agadi, omeprazole ndi obi na cha oku, mmiri juru oyi ndi akpiri na kpo nku, nwoke obi oma ndi legion of mary. angel bia this side, lenu nwoke.  only one obi ##url",Hate
1596942573964509952,@username hapụ ndị akpịrị ogologo na-eche maka akpa ha,Hate
1450739533591579904,it's the igbo for me. 🤣🤣🤣  ndi akpiri ogologo ##url,Hate
246314423730454016,"ha noo ya ooo!@username : bhahaha @username : amakwam na ndi akpiri ogologo anoghi here ""amchizzy: abacha is ready missjay_u: i go chop oo r:",Hate
386928861838974976,"mhh! mhh!! (kwachaa akpiri m)  ka m meenu ka unu mere, ka emesianu. (ndi akpiri....lee ha) ##url",Hate
508852140094540992,"ngozi nadiri ndi agu ezi omume nagu, ndi akpiri nakpo nku na ya: n'ihi na ndi ahu ka afo geju.- matiu 5:6",Normal
1248055321978899968,@username ndi akpiri everywhere.  don’t mind the nati’s.,Hate
1326306499602350080,@username india ahu by ndi akpiri ogologo ha nile zara oku ahu gagwisi cha.isee,Hate
1625588931193449984,@username ohan'eze ndi oshi na ndi akpiri ogologo ‼️ ndi okenye aruruala ❌,Hate
1559671864846309888,@username ndi akpịrị ego ụmụ ekwensu writers,Hate
1564943860199000064,@username you are an epitome of ndi nzama na ndi apiriko. ókú únú anyúóla piiii ndi akpiri ego,Hate
1625591314912790016,@username ha gatugbu onwe ha na vote nobody ever want to vote in biafra land except ndi akpiri ogologo ‼️,Hate
936483718780391040,"@username nwōke òkpa di okū, ututu òma to you, nwanemus. biko, enidirm òkpa di okū otupuku (n1000), suprite nke òrobò n100. imèzie ya waybill. biko méh òsisò maka ndi àkpiri ogolo nôh na yardi anyi.",Hate
1228316773574789888,"ngọzi na-adịrị ndị agụụ na-agụ, ndị akpịrị na-akpọkwa nkụ maka ezi omume, n'ihi na afọ ga-eju ha.",Normal
1480276078493110016,ọkwá maka ndị akpịrị ogologo. #freennamdikanu ##url,Hate
1579918021614700032,"@username ndi akpiri ego, ókú ha anyúóla piiii",Hate
195855039951155008,is ejayuru a guy or a gal?rt @username : @username ndi akpiri...,Hate
246306603463220992,"@username so ya biko @username nani @username kam ga enyetu abacha aa ""@username amakwam na ndi akpiri ogologo anoghi rt: ##url",Hate
1294908250991800064,"@username na greediness, they prefer ewu awusa because it's big than ewu igbo , ndi umunna  bu ndi akpiri",Hate
1587674337422729984,"ekene dịrị chineke, onye nanị ya n'enye ndị akpịrị n'akpọ-nkụ mmiri ọma ahụ, nke n'enye ndụ ebighị-ebi.",Hate
133121647917019008,@username ọ bụ ndị akpịrị ga e je na ele ebuna eji achụ alakuba,Hate
1592549872586350080,@username to think that anyone onyendu mnk curses dies. i pity the betrayers. ndi akpiri ego,Hate
1560256150226050048,@username ndi akpiri ogologo ego politics,Hate
786643918213479936,"@username tell this to the likes of oby ezekwesili,ken nnamani,and rocha's...ndi akpiri ogologo",Hate
1368773081691520000,ndi akpiri ego. ##url,Hate
1595094711060120064,@username 🤣🤣 ejiofor deceived dos ndi akpiri ogologo plus because they are criminal minded,Hate
1197646163681390080,@username o kwa maka ndi usa. ndi akpiri ogologo. 😋,Hate
246325264114647008,"ngwa later naw! rt @username : oh! ngwanu ribe nu ooo,ndi akpiri @username somtobe",Hate
1046461595126310016,"ngọzi na-adịrị ndị agụụ na-agụ, ndị akpịrị na-akpọkwa nkụ maka ezi omume, n’ihi na a ga-eme ka afọ ju ha.- matiu 5:6 #igbo #bible",Normal
1603821718367239936,@username they are all disgrace! ndi akpiri ego!!,Hate
871828613036998016,ndi akpiri rigbuo onwe ha na nni. ##url,Hate
1471880151940169984,"@username ndi akpiri ogologo, ndi oshi, agent of lucifers lies nd deceivers 👹😈",Hate
1351498732529920000,ndi akpiri usa come and chop anu ewu. ##url,Hate
1218107317977250048,@username these kind of people are what my people refers to ndị akpiri ogologo,Hate
1119284628186109952,"le kwe ooo! ndi nlc, ndi akpiri ogologo' ##url",Hate
246306216274436000,"nani @username kam ga enyetu abacha aa ""@username : bhahaha missjay_u: amakwam na ndi akpiri ogologo anoghi here  rt: ##url",Hate
1386798307964480000,ndi akpịrị ogologo(gluttonous people)👇👇👇👇👇👇👇👇  imo: hope uzodinma no longer picks my calls – father mbaka cries out - daily post nigeria ##url,Hate
246303442509892992,"bhahaha @username : amakwam na ndi akpiri ogologo anoghi here ""amchizzy: abacha is ready missjay_u: i go chop oo r: ##url",Hate
1448378681295040000,@username unu kariri gini? tahhh .. send’m ego flowers anyi.  ndi akpiri,Hate
391490732462473024,"ngozi nadiri ndi agu ezi omume nagu, ndi akpiri nakpo kwa nku na ya: n'ihi na ndi ahu ka afo geju.-matiu 5:6",Normal
71614984643280896,maka ndi akpiri udele lmao rt @username : don't let them use puffpuff to kidnap u...,Hate
1535026389325430016,"@username onye iberibe nwuru anwu ka obu, mana otu ihe na enye m joy &amp; confidence bu na igbo bu ndi nwere ugwu di egwu.   anyi aburo ndi akpiri na efulefu, peter obi ka anyi kwudoro na azu gidigba!! omasi nke bu jagaban, ya zuo west africa nile, oga gi azutali vote mmadu iri na ala igbo!!",Normal
351276726174760000,"ndi 0je uka akwa iko, bia nurunu mmiri nke ndu, maka unu bu ndi akpiri na akp0 nku..",Hate
1588873687469469952,"@username wototo is always the code, ndi akpiri ogologo everywhere.",Hate
1403128384138400000,@username are they here already? ndi akpiri ogologo.,Hate
1271539874420720128,@username ndi akpiri kporo nku,Hate
1455186254069440000,@username ndi uka ndi akpiri ogologo.just imagine.,Hate
1581700227010259968,@username ndi akpiri ego rere nwanne ha,Hate
1464515623141179904,"@username ndi akpiri ego, akirikpakpa gbagbuogi dia, #dosallweknownow #ipobmovingmetro #wemovetogethernow #freemazinnamdikanunow #biafrareferendumnow",Hate
1323295968444480000,"ndị enyi, ọrụ ebere abụghị naanị inyere ndị agụụ na-agụ, ma ọ bụ ndị akpịrị na-akpọ nkụ, ma ọ bụ iyi uwe ndị ahụ gba ọtọ, ma ọ bụ ileta ndị ọrịa na ndị a tụrụ mkpọrọ, ọ bụ karịa ngosipụta niile nke mmụọ kwesịrị ịchịkwa obi ndị kraịst",Normal
71615175110819800,lmao rt @username : maka ndi akpiri udele lmao rt @username : don't let them use puffpuff to kidnap u...,Hate
1577376558565550080,"@username aka nshi ha abago ha onu ooooooh dos ndi akpiri ogologo , tufiakwa ‼️",Hate
1608473040165139968,@username big lessons for ndi ohan'eze ndi akpiri ogologo. tufiakwa ‼️,Hate
195855656971025984,ask it rt @username : is ejayuru a guy or a gal?rt @username : @username ndi akpiri...,Hate
134981292331764992,hahaha ndia bu kwa ndi akpiri ego. rt @username : @username yep hand the money to her ryt nw,Hate
1066591496370089984,"ngọzi na-adịrị ndị agụụ na-agụ, ndị akpịrị na-akpọkwa nkụ maka ezi omume, n’ihi na a ga-eme ka afọ ju ha..- matiu 5:6",Normal
25788414475,ndi akpiri ogonogo! they'r here again!**hiss**,Hate
233276722571800000,"asa ndi akpiri ""@username : asa ndi vulture rt @username : unenviable beautyy for that matter ""@username : the ult",Hate
1580976791736280064,"@username judas ndị akpịrị ego dey cry cry like babies, nightmares join 🤣😅😆 they go get heart attack when onyendu mnk voice broadcast  #biafraexit",Hate
503193659475377984,"ngozi nadiri ndi agu ezi omume nagu, ndi akpiri nakpo kwa nku na ya: n'ihe na ndi ahu ka afo geju.- matiu 5:6",Normal
1489855247820410112,@username auto pilot ndi akpiri anu eghere eghe na hero beer,Normal
195855442092620992,hian... lol rt @username : @username ndi akpiri...,Hate
1617265709494540032,@username they are ndi akpiri ego,Hate
144890028982664992,"akuko..onabago!!!lool..""@username : ndi akpiri juru na twita. lol. good evening hun. @username """,Normal
1372669597481100032,yoruba nation ndi ofe nmanu ndi akpiri ego... soon they will abandon the agitation,Hate
1138270663968470016,@username 😀 😀 😀  choi ndị akpịrị ogologo.,Hate
1627404154229349888,@username don't mind confused anonymous ohan'eze ndi akpiri ogologo every where ‼️,Hate
1531205837670180096,@username southern delegates ndị akpịrị ego 😏,Hate
1233884458123689984,"@username rapu ndi akpiri, foodie kee you there",Hate
871779454598749952,ndi akpiri mmuo. ##url,Hate
329250962411769024,ndi akpiri!! heheheheheheh.,Hate
1157309749156879872,"@username ndi akpiri will be few. even some family members will not come, nwanne the wedding ga ebe ego. before you know it, ikpolu nwunye gi nnarie",Hate
1520025758495820032,@username hapu ndi akpiri ego ndi fulani turu ime ha..some doing it out of clannishness.,Hate
799897197223492992,ndi akpiri later dem go talk say na mmanya aruteghi ha...taaaaa usa ##url,Hate
134983079583424000,"lekwa nu m anya, i didn't mention rt @username : who exactly r u referin 2? rt @username : haha ndia bu kwa ndi akpiri ego. @username ",Hate
1637094840176460032,"@username lmao😂 ndi akpiri ogologo,chukwu ga akposi unu oku one by one!",Hate
1494206262275409920,@username don't mind those anambra men. dem too like money... ndị akpịrị ogologo 😅,Hate
799897453960969984,"ndi akpiri later dem go talk say na mmanya eruteghi ha @ enugu, nigeria ##url",Hate
1235536267242279936,"03/05/2020 igbo bible of nigeria daily scripture:  akwụkwọ nsọ  matiu 5:6 - ngọzi nādiri ndi agu ezi omume nāgu, ndi akpiri nākpọ kwa nku na ya: n'ihi na ndi ahu ka afọ gēju.  mt 5:6 -  blessed are those who hunger and thirst for righteousness, for they shall be filled. ##url",Normal
1164877228301299968,"@username ndị akpịrị ego,, umunne judas iscariot,, etua ka fa si akwado",Hate
1480254446261210112,"umunnem na ụmụnnam ndị akpịrị ogologo, unu anụrụ bekee asụrụ ebe a? #hapụnụnnandikanu #ntụnyeakamkpebi ##url",Normal
676052503469912064,"ngozi na-adịrị ndị agụụ na- agụ, ndị akpịrị na-akpọkwa nkụ maka ezi omume, n’ihi na a ga-eme ka afọ ju ha.- matiu 5:6",Normal
1224090884330919936,@username gọziem...😁😁😁.  ekwesị isi m na boxers bu n1500? mana ndi akpịrị abụọ a emewo ya etu ahụ. okwa zi ndidi kam no na ya,Normal
956304924454850048,@username ndị anya ukwu!  ndị na-ejighi ndu mmadu ibe ha kporo ịhe!  ndị ọjọọ! ndị enyefere uche ha tinyere ịhe ọjọọ! ndị obi ọjọọ! ndị akpịrị! ndị asị! ndị akụ ụwa anaghị eju afọ! ndị enyere uche anụ ọhịa!,Hate
1380457816226409984,"@username them plentyoooooooh , those longer throat @username , ndi akpiri ha toro ogologo site biafraland ruo sahel,  suya eaters , shameless",Hate
1431339347694000128,ndi akpiri ogologo ha ga anu? ##url,Hate
1442536266579330048,"ngọzi na -adịrị ndị agụụ ezi omume na -agụ na ndị akpịrị na -akpọ nkụ, n'ihi na afọ ga -eju ha.",Normal
1631752559567280128,ohaneze ndi akpiri ogologo ##url,Hate
1416372346395429888,evil hungry people ndi akpiri ojo ##url,Hate
1567633000652800000,@username 😀🤣🤣 nobi small ndi akpiri,Hate
1611907843363419904,"agent provocateur @username únú ekwetego n'óne-eme? maazi simon ekpa emego únú arú! now it's punishment time by god of biafra for you ndi nzama na ndi akpiri ego, wuna go see 🔥 ##url",Hate
1618943185576930048,@username ndi okenye aruruala ohan'eze ndi apari ohan'eze ndi akpiri ogologo. tufiakwa ‼️,Hate
1536585801223569920,@username ugwuanyi will soon say enugu will not vote for lp. ndi akpiri,Hate
