,id,tweet
1122,78294928,"""hoeloshi, ashewo, oniranu, alainikanshe , ode, olori nla 😒😒  haaa, if only i can lay my head somewhere like that now 🥺🥺 ##url"
1123,78294929,"""@username awon molebi baba e ni omo ale.  omo irankiran akotileta jati jati."""
1124,78294930,"""àmín jésù, àwọn olofo ##url"
1125,78294931,"""ori àwon people yi kan daru si ni ##url"
1126,78294932,"""baba weyrey... òdè apeerin one of lagos ##url"
1127,78294933,"""@username oloriburuku ni yin"""
1128,78294934,"""ori gbogbo yin ti daru lori app yi✌️😃"""
1129,78294935,"""@username oloriburuku omo ale jati jati ni é"""
1130,78294936,"""@username e ma wo oloriburuku a shi gbe ward werey fe fimi gba star ko ni ye awon to ni e wa fa ra bale shogbo olorun de ma bati e je"""
1131,78294937,"""ó lulẹ̀. 😜😜 ##url"
1132,78294938,"""awon olofo ti won binun ologo. enikure ##url"
1133,78294939,"""@username ema jona mole ní, ìwo  ati  awọn  obi ọfò to bi e"""
1134,78294940,"""@username thunder fire your you fire your generation fire the generation before you fire the generation after you. oni sorire. oloriburuku omo ale, afofun gbemu, alainironu oloshi. elebi"""
1135,78294941,"""@username go and wake them up. oloriburuku ómó irankiran"""
1136,78294942,"""@username ki odun yi to pari, iwo ati iya e lo ma sanku ati agbado master e.😅 ode alainironu omo werey. iku pa e ati idile e. ofo ni o se🙏🙏😅"""
1137,78294943,"""ọmọ àlè gidi 😂 😂 😂 😂 ##url"
1138,78294944,"""ekun...  ...omo ti obirin ri to ni bi eleyi o je oko eni asi je ale...   (get an interpreter) #anikulapothemovie ##url"
1139,78294945,"""@username oloriburuku lawon ppl yi mehn!!!! 1.6billion to build a website!!!!! 😳😲😳😲😳😲😳😲 ē dè bèru olórun. #endbadgovernance #endsars #endpolicebrutality"""
1140,78294946,"""are you from ijebu sórò sòké now😂"""
1141,78294947,"""@username i kept hearing my voice in this thread🤣🤣🤣 like ""igba yen nkọ? e bá radarada yin dànù kúrò lórí siiti fún mi"""""
1142,78294948,"""omo afinju oloja mo ledena meji omo afinju oloja mo re pole owu. kare o oba adeyeye enitan ogunwusi  omo baba ria omo oba ropo ogunwusi  luuyin – arobaade yeye oro nijesa ##url"
1143,78294949,"""omo abuké t'ó ní kí ìyá òun gbé òun pòn,ìtàn burúkú ló fé gbó.😅"""
1144,78294950,"""omo ale ni bobo arturo yi"""
1145,78294951,"""@username iwo olódò ọba ##url"
1146,78294952,"""so the protest is not on today's headlines  orí yín tí burú ooo... e ni kú rẹ.... eyin oloshi yi  #endsarsprotest #lagosprotests #endsarsnow #endsars ##url"
1147,78294953,"""54. ejinrin - loofi ogunmude founded ejinrin around 1619  55. eputu lekki - ogunfayo  56. orimedu ibeju/lekki - ladejobi left ife to okegun then crossed the lekki lagoon.  57. akodo - oyemade ogidigan  58. offin - liyangu of ife.  59. ibonwon - soginna from ijebu ode. ##url"
1148,78294954,"""1k old note wa di nti gbogbo yin kor, gbogbo yin wa reject owo, eyin oloshi eniyan gbogbo ☹️,dem go extend the date o , eyi ti won ba ti bi iyalaya da ki o wo inu dm polowo ewa aganyin tabi plantain cheepse ma shey oribu nii ☹️ #casmero #manu #herewego #davidluiz #antony"""
1149,78294955,"""igba o lo bi orere.... boba koro oshi madun enitoni suuru kiiseyan kekere.... bobakanle oshi na goke.... bomode oku oshi madagba  ohun ti oto shima po danu  igba o lo bi orere.... tough times don’t last... tough people do... #tuesdaymotivation"""
1150,78294956,"""@username omo ale jati jati, ni irandiran e"""
1151,78294957,"""""ìwà ọ̀lẹ ló ńba ọ̀lẹ lẹ́rù; ọ̀lẹ ṣe tán, ó ní wọn ò fẹ́ràn òun / an indolent is preceded by his character,but complains that he or she is not accepted. [our character often confronts us with unpleasant consequences;change your character to change any unwanted outcome]"""""
1152,78294958,"""social media polling unit ti lule pi ##url"
1153,78294959,"""sey nitori e leseni ki portable joko lori sage? e wan fi oju awolowo ri rederede. koda oo 😂 ##url"
1154,78294960,"""sì senator nì èleyi àbi sún òwó nà. kwara central tí sún òwó nà ooo. mòtí sòró sò kè 🔊📢🎤 @username ##url"
1155,78294961,"""@username aye yin ti baje ti peee eyin oloriburuku"""
1156,78294962,"""@username olodo ràbàtà"""
1157,78294963,"""irú àwọn ọmọ wo tún làwọn eleyi bayi? ##url"
1158,78294964,"""ẹmọ́ kú, ojú òpó dí. a fèrèbòjò kú enu isà n ṣ'ọ̀fọ̀. may baba's soul rest in peace. gbogbo ọmọ yorùbá, a kú aea fẹ́rakù ooo.   alaafin of oyo seyi makinde oyo state tambuwal tiwa isis yoruba zino #portable ##url"
1159,78294965,"""@username were fe ku lori oro oloro.. omo ofo"""
1160,78294966,"""orí yín tí dàrú. eyin olosi jatijati yìí. ẹ máa relegate ni ##url"
1161,78294967,"""i present to you the orimolusi of ìjẹ̀bú igbó, ọba jaiyeola adebajo ojuromi vi....  official photography coming soon.. i'm still at the crowning and office staff presentation ceremony.. ##url"
1162,78294968,"""@username oluwa olorun alagbara wa jogun eleyi fun od’omokunrin re 😃"""
1163,78294969,"""gbé sénlé ko soro soké werey #endsars #endpolicebrutality"""
1164,78294970,"""@username gboripongba furo iyalaya è onijere ,ofolomi efo nse ofo loma se, obo yi jere leyin oko onijere. ke san fesan ke wo fe wo, koni san fun è koni woo fun è. oloun abaye iyalaya é jeni"""
1165,78294971,"""faithia balogun earlier today paid homage to wasiu ayinde as part of coronation rites in him becoming olori omooba akile ijebu ##url"
1166,78294972,"""alakori akada ni se lo nro ju koi koi🎵🎶"""
1167,78294973,"""@username omo eni oni buru titi ki ale fun ekun paje    ema je ka gbagbe asa wa tori wipe asa wa ni ise wa...  ebawa ra oja loni ki aje obu igba je(kindly patronize us today).   we deals in all kinds of kampala,tie&amp;dye, art work,adire ibile and so on,distribution nationwide  dm:09164645962 ##url"
1168,78294974,"""ẹda ko gbọ́n ju ẹlẹda rẹ lọ. o da ọ ni ọna ti o fẹ kii ṣe bi iwọ ṣe fẹ. njẹ, ti o ba pinnu lati da ọ ni ẹranko tabi ohun ti kii ṣe ohun alãye. kini iwọ yoo ṣe? nitootọ ko si nkankan ti o le ṣe."""
1169,78294975,"""the game is the game but ori gbogbo yín ti daru 😂  #unilorindecides23"""
1170,78294976,"""ìjẹ̀bú ode people would have hissed till they got back home🤣🤣🤣  àwọn arodeyọ́ 😂 ##url"
1171,78294977,"""mo ni time iya lale yi.  ma wa iya, ma de fo lenu.  shebi keyboard gangster ni iya abi?  won ko ni le abi? igboro yi, ama ko iya'e manners.   omo ale ##url"
1172,78294978,"""eleribu ni boda desmondi ##url"
1173,78294979,"""gbo gbo eyan to fe ba orilede nigeria yi je, ki oluwa she aiye won yamayama, ki aiye won shamalamala. ki ogun orun bawonja, awon werey jati jati"""
1174,78294980,"""awon olofo.alaye runpo ##url"
1175,78294981,"""@username thunder faya your papa! oloriburuku omo irankiran …. sore losers"""
1176,78294982,"""what an atenu omo alé ##url"
1177,78294983,"""iku fepa alapata o kingbe gbogbo omo eranko toti da loro nko...."""
1178,78294984,"""nigeria has begun the construction a new rail line from lagos to calabar. it will cost $11 billion and will cover calabar, uyo, aba, port harcourt, yenagoa, otuoke, ughelli, warri, sapele, benin, agbor, asaba, onitsha, ore, ijebu ode, sagamu and lagos"""
1179,78294985,"""to mark the 5th years coronation of kabiyesi, hrm oba (engr) moses olufemi agunsoye. the elegboro of ijebu jesa. the planning committee wishes to intimate the public that kabiyesi shall grant a press conference on 11th nov 2022 join via the link below. 👇 ##url ##url"
1180,78294986,"""@username iyalaye e lo ma #suffer se bi oni ori e buru ni, omo ale jati jati"""
1181,78294987,"""@username ofo, adanu, ibanuje lo ma je tie to family ti family.  o ni ri ba ti'se, iwo oloriburuku omo ofo yiiiii.  awon set alaye baje"""
1182,78294988,"""gbogbo yin ti ya werey papo😂😂 ##url"
1183,78294989,"""ok? that was me years ago.   nowadays i'm like: ""ori è lo gbale yẹn, o ye kín ko siwaju ori ni pé muslim ni mi o. o jẹ kó radarada è dà sígbó ki tiẹ ma lọ tá""🙄 ##url"
1184,78294990,"""happy 80th birthday, baba!  ki ara o re.  omo ofo, ti ofo o gbudo se. #alaafin ##url"
1185,78294991,"""@username bọbọ yìí má burú ní real life aswerugawd"""
1186,78294992,"""@username omo y'all are irredeemable ahudubillahi kini eleyi?? werey say focus on your region😂😂💔😒. omo iboni iwo?? iboni oti ja wa???"""
1187,78294993,"""òrémi alówónlé tí’n ma’ń sárépè pèmí fún 2k urgent laaro yí èrù bàmí. ìgboro ti dàrú o 🙆🏿‍♂️"""
1188,78294994,"""olori buruku niwon ##url"
1189,78294995,"""7. 🦁 ni olóòlà-ijù 🐘 ni àjànàkú tí í migbó kìjikìji ___ ni ẹranko à-mú-j'àgan  #ibeere #yoruba #oriki #eranko"""
1190,78294996,"""he still got the complete monie points 🤦🏾‍♀️  oloshi 😂😂  #bbnaija #bbnaijaallstars"""
1191,78294997,"""omo n'ko to shele, mo ti ni awon ewe kan to je pe ooun funmi ni joy gan, toripe emi ole ever believe pe kini e ma germinate. bai bai bai mon feel pe moti di father tori mo gbe n'ko wasaye now o. n'ko ti o was si aye tele. boya mo ma lo snap e."""
1192,78294998,"""ílù ti dárú   governor làgàtā ti ba nńkan je ##url"
1193,78294999,"""@username otunba, l1 ati triangle eleyi wan le o"""
1194,78295000,"""@username neville way be olofo oloriburuku."""
1195,78295001,"""@username iragbiji olokemeji,  tako tabo lori ara won, okan yi lule, oku kan…. ##url"
1196,78295002,"""just posted a photo @ oki olodo junction,ibadan! ##url"
1197,78295003,"""aww. does it happen at ìbàdàn or ijebu ode tóo? seeing as you're a ""yoruba bea"" ##url"
1198,78295004,"""@username awon eleyi like oko  can sha"""
1199,78295005,"""gboyega oyetola lulẹ̀, inec kéde ademola adeleke gẹ́gẹ́ bíi ẹni tó mókè nínú ìbò gómìnà l‘osun:  apc lulè ##url"
1200,78295006,"""space for sale in naija… awon oloriburuku àlà tęnùję 🤣 😂"""
1201,78295007,"""won ni ki e sheeee yes daddy shirt ati yes daddy cap ki falz omo olorin takasufe tun ba yin ko orin ekun yes daddy bayi wipe yessssss daaadidi yes yes dadidi o dadidi ke fi ilu si awon alakori eda. ##url"
1202,78295008,"""birthday party to my wife @ oki olodo junction,ibadan! ##url"
1203,78295009,"""🤣 🤣 awon eleyi governor abi? awon orishirishi jati jati omo ale... serves yall right"""
1204,78295010,"""mo ma need bi eniyan 10 ki won sa ma hail mi, ki won ma yin mi , ki ori mi ma swell bi garri ijebu 😂"""
1205,78295011,"""nnkan ti eyan o mo oju eyan lo nnkan ti o de ju  yan lo ole ju yan nu, i love this one💝💞#latenightonmaxfm"""
1206,78295012,"""asake is loaded, olofo lon binu ologo 👏👏👏 ##url"
1207,78295013,"""olaiya igwe on fire here.  awon oloriburúkú, ọmọ ale yoruba ##url"
1208,78295014,"""àwọn traditional oshi ##url"
1209,78295015,"""@username ari iru eleyi ri, afin deru ba eleru ni oooo"""
1210,78295016,"""@username mo ní ọfọ̀ lọ́pọ̀lọpọ̀. ṣé ó lọ? #yoruba #incantation #bilingual"""
1211,78295017,"""o si fi odidi 365 days doko, oloriburuku omo pau 😂"""
1212,78295018,"""@username ijebu ode,ogun state onipan,lagos state"""
1213,78295019,"""@username ta n ni ọba òfò?. ṣé ọba ti awọn afẹ̀honu hàn(protesters) gbe ọpa àṣẹ ni ààfin e?. njẹ wọn bí ẹnikẹni dáa lati dan irú rẹ wò si aláàfin òyó? ceremonial king ni e wá n pọ́nlé bi oba kan to gbádùn. ni ridwanullahi akinolu náà?😂. king wey dey chase voters na mumu"""
1214,78295020,"""@username shey erí aiyé olófo 🤠"""
1215,78295021,"""lamba yapa olohun ngbo, walahi talahi💯"""
1216,78295022,"""soro soke werey  talo ni 7, talo ni 2 ##url"
1217,78295023,"""😂 😂 😂 omo ale jati jati. landlord’s daughter? ##url"
1218,78295024,"""@username olori ibu omo, omo ale jatijati."""
1219,78295025,"""oriki àmọ̀tẹ̀kùn  ẹranko ìjayà, tí í ṣ'ẹ̀rù b'ẹtu afínjú ọdẹ tíí dààmú ọ̀dàn ẹ̀rù jẹ̀jẹ̀, onílà àlùmútù ajẹran jeegun olúọ́dẹ aginjù jámọláyà bí arira ò f'àìbúramúramù gb'ọ́mọ ẹran há'nu ẹranko a gbọ́n nínú gbọ́n l'óde tíí fi pẹ̀lẹ́-pùtù jayé inú ọ̀dàn"""
1220,78295026,"""akanbi omo olodo ide ✌🏾✌🏾 asiwaju of lagos!!! jagaban of borgu!!! architect of modern lagos 🙌🏾🙌🏾 tested and trusted ✅✅ ##url"
1221,78295027,"""you can sọrọ sókè but ma sọrọ bi weyrey. ma block ẹ̀ sòkè bi weyrey ni !  don't be stupid. be guided 👉  #endsars"""
1222,78295028,"""lol 😂 oniranu jatijati ##url"
1223,78295029,"""mo nilo ọlọrun ni gbogbo ọjọ.  ǹjẹ́ kí n má gbàgbé láé ní ọjọ́ tí ó dára jù lọ, pé mo ṣì nílò ọlọ́run lọ́nà ogbon gẹ́gẹ́ bí mo ti ṣe nígbà tí ó burú jù mí lọ. @username ##url"
1224,78295030,"""k1 the ultimate once said; olofo lo n binu ologo loro won ade ori okin."""
1225,78295031,"""ìwọ ọmọ àlè jati jati yi, gbogbo yín tí ẹ fẹ dá orile-ede yi láàmú ọlọ́run a dá yín láàmú. ##url"
1226,78295032,"""""...adójú tini ọmọ àlè."" #youryorubahumantranslator #yoruba #africanlanguage #locallanguage #translation #translator"""
1227,78295033,"""@username abi, gbogbo eleyi o neccessri, ko neccessri rara."""
1228,78295034,"""oba ti o je nigbati aiye gun ,a koni gbagbe,  eleyi ti o je nigbati ilu daru na,a koni gbagbe. ese aiye re😭."""
1229,78295035,"""ẹ wá ń fi oshi ṣe ayo yọ 🤧🤧"""
1230,78295036,"""olori oko apatapiti jagunlabi omo ale jati jati 🤣🤣 ##url"
1231,78295037,"""oloshi eleribu ‘gimme head’  werey ara e, wo ibi ti on ti okoughhhhh bo, osinwi ##url"
1232,78295038,"""àgbàdo ide fún omo olódó ide. ##url"
1233,78295039,"""ori gbogbo yin ti daru"""
1234,78295040,"""alhamdoulilah its all about ogbomoso with khalifa amir jeysh salaty and khalifa sheikh ibrahim olodo @ oja igbo ogbomoso town hall. ##url"
1235,78295041,"""obi ti lulẹ́, atiku ti wó.  pept #occupyabuja"""
1236,78295042,"""@username tii ban ja fun ijoba kilo kan iya ee nibe? oloriburuku olobo rirun sheybi ishe ashewo lounshe ni yankee... omo shey ofo nii... oodeni kere oko walee... omo aale... shey iwo loma koor travel nii... olosho fc"""
1237,78295043,"""osun pdp! dàbí motidà afójú tí nseré òkò. because their party is disorganized so,they wished the same for apc. #osunapcisone."""
1238,78295044,"""@username ode oshi okponu radarada! hope you enjoyed your 2 mins fame didirin.. kpele mr accompany.. alai ni ronu ara galatia!  #sarsmustend #sarsmustend #sarsmustend"""
1239,78295045,"""@username ole convicted 🤡🤡🤡, drop your tears. like papa like pikin thief begat thief. ara ile gbewiri awon ole gbogbo. olule convict 🤡🤡🤡. #obidatti2023 #votelp lp lp lp lp ##url"
1240,78295046,"""omo àlè jatijati ni ẹ o ##url"
1241,78295047,"""@username 30naira condom would have deterred a dimwit like you.   omo radarada, apoda, amukun meko, mashanfani, oloriburuku, omoale jatijati."""
1242,78295048,"""òní kati kati rada rada, àlágàbà gẹ̀bé. afọ́jú olóore gùn igi ẹni ibí tí a kì jí rí.....smh #elofokanbale #cityboyiscoming #swaga2023 #bat2023 ##url"
1243,78295049,"""satan,i see you..i seriously see you..but not me,go somewhere else omaale jatijati😂😂😂😂 tinubu wike #tinubu2023 #bat2023"""
1244,78295050,"""@username weyrey agbako, ori igo ni oju olé. omo alé"""
1245,78295051,"""i had just ended a relationship of many years to a pure fulani ilorin babe that time.  then, my dad asked, ""ọmọ ibo ni girl tón sọ yẹn?"". me excitedly replied: eko niwọn. dad's eyes immediately. 😑😳 eko ké? me: kódà eko ni wọn lọ́nà mejeji. dad: ah, shey ọmọ tán"""
1246,78295052,"""@username òrìrè bùrù nì"""
1247,78295053,"""ti ilu ban toro, omo ale ibe nio ti dagba.  if there is peace and harmony in the society, the bastard in such society  is yet to be born. ##url"
1248,78295054,"""sòró sóké #werey 😂😂😂"""
1249,78295055,"""kini gbogbo rogbodi yi? kini lo fe fa gbogbo bullshit yi? kitu eleyi bayi? kosi kuro ni bi yi! ##url"
1250,78295056,"""@username when it happened you were you there? elesin ni awon oloriburuku to bi ę lomo"""
1251,78295057,"""@username no wonder they call u omo osun.omo ale omorisha jati jati.omo eranko"""
1252,78295058,"""oriyin ti daru ##url"
1253,78295059,"""òpònú ni ẹ́, àpọ̀dà, abunú, arìndìn játi jàti. ẹni à bá tà, ká fi ra àtùpà, tóní òun lẹni àjítannáwò. ##url"
1254,78295060,"""atì mustafi ooo, atì david luiz ooo,  oloriburuku ni gbogbo yin 🤦🏽‍♂️"""
1255,78295061,"""for more enquiry on one of the most affordable estates in abuja call  09121887070| 08033282021  #peterobi #wike #fulani #kano #sabinus #olodo #kaduna #nans #atiku #dino #wike #reubenabati #tems #sabinus #danielregha #kano ##url"
1256,78295062,"""chai eleyi ti ya werey ##url"
1257,78295063,"""awon oloriburuku management ti gba ęmi doctor omolomo. treat doctors well no! pay them well no! let them japa in peace no!   lagata country people 🙄"""
1258,78295064,"""world famous odaran, certified ybnl, classified wan ja, awon eleyi jasified emi gan gan sho sho mo ma da stage ru be jackson 5"""
1259,78295065,"""agbalagba okin sepe but eleyi around aroaro man. ##url"
1260,78295066,"""@username imagine oh. ani oloriburuku ni won. won fe ba nigeria je ni"""
1261,78295067,"""@username oloribu ni e se werey 😂😂😂"""
1262,78295068,"""@username obingo omo ale jati jati... getat, 😁😁😁"""
1263,78295069,"""@username serah 🤣, ẹleyi ó wà poju."""
1264,78295070,"""@username lolu be like... afigba ti omo oloriburuku mashan' fani yi fe ba temije😂😂😂"""
1265,78295071,"""ileri oluwa ni pe ki imole ko tan.  congratulations to pdp family.   from ijebu jesa this morni. ##url"
1266,78295072,"""omo! damola ti bami loruko je😭 eranko ni guy yen nau."""
1267,78295073,"""@username 80% wo ni, àbí eleyi yà werey ni 😂😂😂😂"""
1268,78295074,"""mi o raye omo ale bi ti e , mumu dindirin oponu oshi omo iya kan baba uncountable ##url"
1269,78295075,"""omo ale lo ma gbe iya é wa sori twitter fun drags!"""
1270,78295076,"""ondo state governor, arakunrin @username , san and his wife, arabinrin @username cast their votes at unit 6, ward 5, ijebu owo in owo local government area.  #aketiforeight #ondodecides2020 @username ##url"
1271,78295077,"""on sighting the agẹmọ grotto, the awujale of ìjẹ̀bú òde sent the ogí aláwọ ọba there and the olújàgbórí was installed as the high priest of agẹmọ. #agemo #trendingnow #jagunjagunmovie"""
1272,78295078,"""oloriburuku ni gbogboyin ni twitter yi, ati rape alligator o, ati rape apologizer o, eti ya weyrey."""
1273,78295079,"""she failed jamb but she passed pregnancy test. if she can't go to university, she can peacefully go to ile-ọkọ. sebi ile-ọkọ ile-ẹkọ naani. 🤣🤣🤣 ọmọ ale, olódò buruku. she refused to open her brain but can easily open her leg."""
1274,78295080,"""olofo ni é bobo yi ##url"
1275,78295081,"""@username obaje sha. awon aunty e nile fuck off. omo ale jati jati."""
1276,78295082,"""@username bàbà ń laku bàbà ẹ ní werey, oloriburuku ọmọ àbí pabẹ, ayé ẹ dẹ má bá jẹ ní, if ẹ sure  for you come to my dm"""
1277,78295083,"""olofo fred  olori buruku coach 🤦‍♂️"""
1278,78295084,"""@username so you no see okechukwu for there abi? ọmọ àlè. you always think everything revolves around one tribe. omo ale jatijati"""
1279,78295085,"""olodo of the year. ##url"
1280,78295086,"""olofo ni gbogbo yin ##url"
1281,78295087,"""@username ko ni da fun iwo ati awon ebi e. oloriburuku"""
1282,78295088,"""ómó ale yì fé doh mì ó wá ndi bòn 🙄 émí gán fé doh é jù 😒"""
1283,78295089,"""shey ori yin daru ni? abi kini gbogbo arrogance ti en disolay pelu ignorance yin? ##url"
1284,78295090,"""shén gbò weyrey ##url"
1285,78295091,"""o ti pé ti mo ti ń sin company yìí bo, eléyìí to joko leyin mi, lagbaja osepotu, èmi ni mo share e ni update fun vacancy na, ti o bá kí n semi se o ma lè join company yìí ni.  e wo hr, èmi lo kan. it's my turn.  #eleyi  #apcpresidentialprimaries ##url"
1286,78295092,"""aseju ni cryptocurrency, baba ijebu ti wa ok 😂😂"""
1287,78295093,"""nkan buruku....gate ni eleyi masho gbeyin  sogun laaye mii ##url"
1288,78295094,"""@username iya laya e baba e mofo  oloriburuku oloyinbo  oni shey birthday"""
1289,78295095,"""@username in a normal country @username oyeki wonti fi  eyin e ti agba. ole oloriburuku!"""
1290,78295096,"""this should be...'wa!abi oloriburuku  ni iya e ni' 😂 ##url"
1291,78295097,"""baba kekere osinbajo ti je fukun fukun ti wu niku kole soro soke ninu aso rock. vp osinbajo is good for isekise for is egbekegbe apc and he can't soro soke, baba continue your condolence and trade money job jare ##url"
1292,78295098,"""baba yin ti dé💃🏼💃🏼💃🏼 ọmọ olódó'dẹ😘😘😘 obidiots cry me a river 😭😭😭 ##url"
1293,78295099,"""i blocked this useless dr olusesan years ago, just white beards, no sense.   àwon àgbà òshì. ##url"
1294,78295100,"""@username oloriburuku doing like babalawo 😭. o ma gbe omo sin jare"""
1295,78295101,"""shebi it's ""ẹti jẹ dọ̀dò, ẹ ọlè sọ ododo mó"" ni. ẹwó wa ni tiyín?  dọ̀dò you no see chop, òróró dọ̀dò gan, your eye no touch am."""
1296,78295102,"""mc oluomo jade tan fun akanbi omo olodo ide ##url"
1297,78295103,"""@username akemọ́ju ni irẹ ń ké, atanmọ́ju ni mọ́namọ́na n tan ọwọ a lu bàtà n dúró, ẹsẹ aluyalu n tó ilẹ̀ rederede, radarada ni n gbeyin èrè òṣùpá china, lónìí ẹ ti di afupinna, ara yín lẹ́ ó pa ẹ ti di labalaba tí ó fẹ́ dibo legun, aṣọ yín má faya pérépéré"""
1298,78295104,"""omo ologo, won fe gba ogo mo lowo, awon olofo ##url"
1299,78295105,"""koni da fun baba e.  eyin omo ale gbogbo ##url"
1300,78295106,"""the only voluntary thing done by the late  ìjèbú industrialist, alhaji jimoh odutola was the road he constructed at irogbo to ipinredo at ilesa. i'm also aware that the mother of my maternal grandfather  was from ilesa like many from the idomowo quarter of ìjèbú ode."""
1301,78295107,"""@username oloriburuku to doko tan 🤣"""
1302,78295108,"""@username ori awon ara ile e daru. omo ale"""
1303,78295109,"""@username oloriburuku aye ati orun ni iwo boy to da bi ijapa yi. propaganda protest or what did u just call it?   u're such a fool!"""
1304,78295110,"""májẹ̀mú ẹ̀jẹ̀ jésù fúnni láwọn àǹfààní ńlá. majẹmu atijọ ni a ti fi idi rẹ mulẹ nipa fifi awọn ẹran alaiṣẹ rubọ - ẹjẹ wọn di ami ti aanu bi ẹranko ti di aropo fun ẹni ti o jẹbi. nigbana ni jesu mu majẹmu titun kan ninu ẹjẹ ara rẹ. ##url"
1305,78295111,"""òré   friend @ ijebu, ogun, nigeria ##url"
1306,78295112,"""@username oloriburuku omo ale jatijati ##url"
1307,78295113,"""awon ómò ale jati jati.  elon isn't a fool like u and your generation to be thinking like u. ##url"
1308,78295114,"""anticipate! anticipate!! anticipate!!! 📯📢📣 . . second day of ileya/big sallah will be lit in ijebu ode! 💃💃💃💃💃💃💃 are you ready??? #omoalaretheconcert2019 #omoalaretheconcert #omoalare #omoijebu #omoijebualare… ##url"
1309,78295115,"""ancient and standing at lantoro, abeokuta.  this is alhaji adenekan’s dawotola (ajanaku ò ko rìkíshí) house, iyana abule-oloni, lantoro.  architecture doesn't need to be of medieval age to be ancient!  credit: abiodun lasile. ##url"
1310,78295116,"""“emi naa o mọ́ pe alákọrí ẹ̀ máa padà dé ní òní baby. but ma worry, mo ma parọ fun pe a ni isọ oru awọn obìnrin ni weekend, ma dẹ wa gbe ija ka ẹ mọ’lé” ##url"
1311,78295117,"""weyrey ni gbogbo yin. oloriburuku lo de poju ninu yin😒 ##url"
1312,78295118,"""won wa tweet oyinbo ofo 🤣🤣🤣🤣 eti ya werey"""
1313,78295119,"""éléyí ó yérí ó ##url"
1314,78295120,"""*just out for sales*  at iba oloja ibeju lekki 100 acres of dryland  price: *#1.8m* title: *excision* ##url"
1315,78295121,"""@username oloriburuku ni gbogbo idile yin, ashiwere!"""
1316,78295122,"""the kashamu whirlwind has taken over ogun state. alàánu mékùnù. the man of the people!! vote senator buruji kashamu for ogun state governor.  #ogunstate #ijebu… ##url"
1317,78295123,"""@username 🤡🤡🤡 convicted escobar drug looter , awon ole gbogbo - olule😂😂😂 #peterobi4president #votelp2023 ##url"
1318,78295124,"""@username apc oyo ti lule already"""
1319,78295125,"""àwọn werey! 🙄😏🙄 ##url"
1320,78295126,"""😂😂😂😂""@username : kim-k can like to wear black clothes sha! ni oloriburuku omo esu yen!...#devil”"""
1321,78295127,"""omo ale ni lana yi sha.😭😭😭 ##url"
1322,78295128,"""@username konidafun àwọn òbí ẹ pelu awon omo àlè jati jati tí ìyálaya ẹ bi"""
1323,78295129,"""ọmọ ológo, ọmọ ológo, wọn fẹ gba ògo mọ́ mi lọ́wọ́, àwọn olofo.  #ltgalbum @username """
1324,78295130,"""estate locations: ibeju-lekki, lekki-epe, abuja, ikorodu, badagry, shimawa, atan ota, abeokuta, sagamu, ijebu ode, papalanto, ibadan, osun, nasarawa, niger.  . . . . . #adronhomesofficial  #adronat10 #ileyasales  #sallahpromo  #realestateinvestments #ibadan #ibadanlandsforsale ##url"
1325,78295131,"""broda ologo 2g,ogo tiio download whatsapp ogo 2go ni ko le wo snapchat my daughter,daughter mapemi ni zaddy,zaddy talo ni zaddy werey talo bi mo werey moto yin oshe ni jeepoo nigba te gbe olosho ton she epo won she ni kayin ni pata sebi oni benz le n waka #koshidanu @username """
1326,78295132,"""eranko wo nìyẹn? ##url"
1327,78295133,"""akesi ree ooo  mopelola...ree ooo obirin nii obirin lokan efun obirin laye  support akesi2023 ogha ijebu ode  @username #akesi #buildiingthefuturetogether #iseya ##url"
1328,78295134,"""oloriburuku omo ale jati jati ##url"
1329,78295135,"""my president, your president &amp; our president. happy 71st birthday akanbi omo olodo'de, jagaban borgu of universe, ekun oko oluremi, baba seyi @username eni ti pdp ri ti won ferege, eni ti lp ri ti wan gba gbe isedale wan. may your reign as the president of nigeria favour us🙏🏾 ##url"
1330,78295136,"""@username okan yin o ni baaale eyin omo werey 😎"""
1331,78295137,"""rapish oshi. oloriburuku somebody. kodeni da fun awon to ni e 😡 ##url"
1332,78295138,"""o foolish o go o sinwi o ya were o gbadun  o ni agbo  oloriburuku omo ale o ye ko ti fi e se menstruation danu ##url"
1333,78295139,"""adape ole ni omo nfewo, ibaje di ewa lo nmu obinrin lu eti, kosi ohun to nje orekunrin ati ore binrin ju yiyan ara eni lale lo. ekola kuro leko eko okola ewe lo ko. say no to boyfriend and girlfriend ❌🙀  can you read yoruba very well?"""
1334,78295140,"""ẹniyan tí ayé le tí wọn o bá ló n di ọmọ burúkú ní igbeyin tàbí kí wọn pè ìyá iru e ní ajé .... with @username ##url"
1335,78295141,"""sanwoolu! sanwoolu!! sanwoolu ooo!!! so fun awọn aja to n da rogbodiyan lẹ laarin awọn to n fi ehonu han ni alausa ki jawo lapon ti o yo. if not ofo lomi ẹfọ n se o.  #endswat #thugs@username """
1336,78295142,"""maraji... arà e o tí ji pépè... lo lò màrájí è, so that you will be alright! do you mean those people who died before christ were recreated so that they could go to father through him!... i’ve got a lot màrá jí at ijebu ode ##url"
1337,78295143,"""@username olodo rabata ni ogbeni yen! al he knows is to sell national treasury and assets"""
1338,78295144,"""@username ogun ti gbe eleyi mi oooo"""
